Date,URL,Hit Sentence,Source,Influencer,Country,Language,Reach,Sentiment,State,label,day,hour
2023-09-21 19:24:00,http://twitter.com/EricSwaggySwoop/statuses/1704856678511022295,"RT @A_W_Gordon: This crime wave is very real and is entirely because Kia and Hyundai chose not to install a $100 basic anti-theft device on its cheapest cars, a device that's legally required in Canada and Europe. 17 cities are suing them under public nuisance laws because of its impact. ; NEW: U.S. cities have a staggering problem of Kia and Hyundai thefts. It is literally re-defining what car theft norms look like in cities. But there's no comprehensive public dataset on just how big the problem is. So we're making one. https://t.co/FxbSbGjrcA",Twitter,@EricSwaggySwoop,India,English,1040.0,Negative,West Bengal,hyundai,21,19
2023-09-21 18:23:00,http://twitter.com/RChamarth/statuses/1704841264498405762,"RT @Marketsmojo: Apart from passenger and commercial cars, Tata Motors Ltd. is the highest defence contractor in the country. Any dip in the stock can be a buying opportunity. take up Market's mojo free trial now for more details click the link - https://t.co/o3t6NkiKKb #TATAMOTORS #TATA https://t.co/nJyRaVPWwM",Twitter,@RChamarth,India,English,123.0,Positive,Telangana,tata,21,18
2023-09-21 18:22:00,http://twitter.com/Marketsmojo/statuses/1704841028262601025,"Apart from passenger and commercial cars, Tata Motors Ltd. is the highest defence contractor in the country. Any dip in the stock can be a buying opportunity. take up Market's mojo free trial now for more details click the link - https://t.co/o3t6NkiKKb #TATAMOTORS #TATA https://t.co/nJyRaVPWwM",Twitter,@Marketsmojo,India,English,18559.0,Positive,Maharashtra,tata,21,18
2023-09-21 17:51:00,http://twitter.com/rahulhunts/statuses/1704833252094333238,@TataMotors_Cars Smoothness with tata cars don't joke the thg you can make smooth is after sale services which is woast nd unreliable now @Schandr80504296 @RNTata2000 @TataMotors @TataCompanies,Twitter,@rahulhunts,India,English,33.0,Negative,Kerala,tata,21,17
2023-09-21 17:45:00,http://twitter.com/warrantyassistt/statuses/1704831592118858205,Don't let a roadside breakdown steal the show! 🚗✨ Get HWA #VehicleInsurance today for worry-free drives. 🛡️ #insurance #insuranceagency #SUV #EV #motorinsurance #Kia #Tata #Autoinusrance #cars #Xiomi #protection #secure #Bharat #AllNewNexonev #KiaSeltos #ICCWorldCup2023 https://t.co/6AHlWY9sjp,Twitter,@warrantyassistt,India,English,7.0,Neutral,Maharashtra,tata,21,17
2023-09-21 17:45:00,http://twitter.com/HindustanP18105/statuses/1704831591648755832,Don't let a roadside breakdown steal the show! 🚗✨ Get HWA #VehicleInsurance today for worry-free drives. 🛡️ #insurance #insuranceagency #SUV #EV #motorinsurance #Kia #Tata #Autoinusrance #cars #Xiomi #protection #secure #Bharat #AllNewNexonev #KiaSeltos #ICCWorldCup2023 https://t.co/jSMiVEh7W3,Twitter,@HindustanP18105,India,English,5.0,Neutral,Gujarat,tata,21,17
2023-09-21 17:08:00,http://twitter.com/imlodhirajput94/statuses/1704822375148335175,"Watch Till End thevideos ""Power of Tata Cars"" #canadaindia #GGHomecoming #EDNXT2023 #RahulGandhi #GameOverDementia #DUSU8434 #APAssembly #MotorolaEdge40Neo #ShameOnYouTube #tatapower #TataSteel #TataNexon https://t.co/9edbzhbbfD",Twitter,@imlodhirajput94,India,English,3413.0,Neutral,Tamil Nadu,tata,21,17
2023-09-21 16:27:00,http://twitter.com/TOIAuto/statuses/1704812120863617146,Exciting car launches in September 2023: Tata Nexon facelift to Mercedes-Benz EQE #cars #launches #carsinIndia #TataNexon #nexonev #HondaElevate #MercedesBenz #Hyundai #september23 https://t.co/edXkR1uwBs,Twitter,@TOIAuto,India,English,8927.0,Positive,Delhi,tata_hyundai,21,16
2023-09-21 15:42:00,http://twitter.com/bramhi1995/statuses/1704800701442854970,"Hyundai Alcazar's TPMS is horrible, I feel I have made the wrong decision about buying this car @HyundaiIndia I wonder how good Alcazar will do in NCAP @nitin_gadkari Hyundai cars are not worth buying",Twitter,@bramhi1995,India,English,20.0,Negative,Maharashtra,hyundai,21,15
2023-09-21 15:30:00,http://twitter.com/ClassicMotors10/statuses/1704797662510555178,"2018 Hyundai Grand i-10, Petrol, Automatic, Kms - 10211, 1st Owner, Price - 5,65,000/- in Borivali Mumbai, Maharashtra #cars #buynow #certified #customerservice #hyundai #hyundaigrandi10 #automaticcars #manualcars #dsg #cvt #turbo #amtcars #turbocharger #electriccars https://t.co/tIqyxp7ClJ",Twitter,@ClassicMotors10,India,English,14.0,Neutral,Maharashtra,hyundai,21,15
2023-09-21 14:02:00,http://twitter.com/khairnarchetans/statuses/1704775522889437651,"@TataMotors @Maruti_Corp @MSArenaOfficial @HyundaiIndia @KiaInd customers are ready to buy higher variants feature cars with CNG #cngcars2023 #cng2023 features like ADAS , 360 degree camera , panaromic sunroof , ventilated seats.Tata already doing it #cng @nitin_gadkari",Twitter,@khairnarchetans,India,English,24.0,Neutral,Maharashtra,tata,21,14
2023-09-21 12:44:00,http://twitter.com/katiyar_saurabh/statuses/1704755876093948360,"After sales service of Hyundai Co. Is extremely pathetic,Co. Is not even concerned about their customers, my Creta car is rusted very badly in 8 months, due the inferior quality of materials used by Hyundai in cars. @jagograhakjago @Hyundai_Global @HyundaiIndia @nitin_gadkari",Twitter,@katiyar_saurabh,India,English,16.0,Negative,Uttar Pradesh,hyundai,21,12
2023-09-21 10:14:00,http://twitter.com/surajagarkar/statuses/1704718169162838024,RT @KetanPatil1971: @SangoAshok48 @Akshara79485251 @surajagarkar @TataMotors All the Tata Motor dealers have multiple showrooms; they are the real bosses. Tata Motor Cars management team is heftily paid with customer's hard-earned money. Need radical changes in sales and customer care management with customer satisfaction as the highest priority.,Twitter,@surajagarkar,India,English,9.0,Negative,Maharashtra,tata,21,10
2023-09-21 08:51:00,http://twitter.com/JangalDya/statuses/1704697372591452160,QT @Mr_singh1888: Shame on you @HyundaiIndia ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@JangalDya,India,English,457.0,Negative,Kerala,hyundai,21,8
2023-09-21 07:42:00,http://twitter.com/iyamshreyas/statuses/1704679922512642135,"@dpakhira48 @TataMotors @TataCompanies @RNTata2000 Ujwal Automotives, Tata cars showroom, Jalgaon, Maharashtra- 425001.",Twitter,@iyamshreyas,India,English,29.0,Neutral,Maharashtra,tata,21,7
2023-09-21 01:05:00,http://twitter.com/BhanuChikku/statuses/1704579951331328189,"QT @Nash5633: Xcent too ; Car is like a family member. Only Some cars will always have some place in heart Like maruthi 800, swift, Hyundai i10, Volkswagen polo, tata Indica, honda city, tata safari, tata sumo, mahindra jeep etc.",Twitter,@BhanuChikku,India,English,170.0,Neutral,Telangana,tata_hyundai,21,1
2023-09-21 01:04:00,http://twitter.com/BhanuChikku/statuses/1704579904321569153,"RT @Nash5633: Car is like a family member. Only Some cars will always have some place in heart Like maruthi 800, swift, Hyundai i10, Volkswagen polo, tata Indica, honda city, tata safari, tata sumo, mahindra jeep etc.",Twitter,@BhanuChikku,India,English,170.0,Neutral,Telangana,tata_hyundai,21,1
2023-09-21 00:42:00,http://twitter.com/Nash5633/statuses/1704574319614115972,"Car is like a family member. Only Some cars will always have some place in heart Like maruthi 800, swift, Hyundai i10, Volkswagen polo, tata Indica, honda city, tata safari, tata sumo, mahindra jeep etc.",Twitter,@Nash5633,India,English,1818.0,Neutral,Andhra Pradesh,tata_hyundai,21,0
2023-09-20 22:52:00,http://twitter.com/FADA_India/statuses/1704546544454922387,"RT @saharshd: @FADA_India ; FADA releases Dealer Satisfaction Survey 2023 Hyundai Motors, #MarutiSuzuki, #Mahindra & Mahindra, #Honda Cars, and KIA Motors emerge as the top carmakers in terms of dealer satisfaction https://t.co/13YougctQA #Hyundai #MarutiSuzuki #FADA #survey",Twitter,@FADA_India,India,English,10101.0,Positive,Kerala,hyundai,20,22
2023-09-20 22:49:00,http://twitter.com/saharshd/statuses/1704545786086965680,"QT @ZeeBusiness: @FADA_India ; FADA releases Dealer Satisfaction Survey 2023 Hyundai Motors, #MarutiSuzuki, #Mahindra & Mahindra, #Honda Cars, and KIA Motors emerge as the top carmakers in terms of dealer satisfaction https://t.co/13YougctQA #Hyundai #MarutiSuzuki #FADA #survey",Twitter,@saharshd,India,English,3725.0,Positive,Delhi,hyundai,20,22
2023-09-20 22:40:00,http://twitter.com/ZeeBusiness/statuses/1704543442502828479,"FADA releases Dealer Satisfaction Survey 2023 Hyundai Motors, #MarutiSuzuki, #Mahindra & Mahindra, #Honda Cars, and KIA Motors emerge as the top carmakers in terms of dealer satisfaction https://t.co/13YougctQA #Hyundai #MarutiSuzuki #FADA #survey",Twitter,@ZeeBusiness,India,English,674058.0,Positive,Delhi,hyundai,20,22
2023-09-20 22:30:00,http://twitter.com/JangalDya/statuses/1704541097509405017,QT @Mr_singh1888: Shame on you @Hyundai_Global @HyundaiIndia being good company you should take action ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@JangalDya,India,English,458.0,Negative,Kerala,hyundai,20,22
2023-09-20 22:28:00,http://twitter.com/JangalDya/statuses/1704540595707068746,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@JangalDya,India,English,458.0,Negative,Tamil Nadu,hyundai,20,22
2023-09-20 21:53:00,http://twitter.com/Dev00312/statuses/1704531614246838303,"@SrBachchan Sir, I have a question if someone wins 1 crore and 7 crore will they get both the cars Hyundai Exter and Verna or only Verna?",Twitter,@Dev00312,India,English,16.0,Neutral,Karnataka,hyundai,20,21
2023-09-20 21:20:00,http://twitter.com/ZeeBusiness/statuses/1704523309986263493,"Looking for cars with sunroof? 🚗 From Hyundai i20, Tata Nexon to Hyundai Exter - here's a list of 9 newly-launched #cars with #sunroof under Rs 20 lakh Web Story - https://t.co/twPJZt8MLU #TataMotors #Hyundai #HondaElevate #KiaIndia https://t.co/YNcFfsexXM",Twitter,@ZeeBusiness,India,English,674042.0,Neutral,Tamil Nadu,tata_hyundai,20,21
2023-09-20 20:43:00,http://twitter.com/varsha_jaatni/statuses/1704514218412716534,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@varsha_jaatni,India,English,524.0,Negative,Haryana,hyundai,20,20
2023-09-20 20:43:00,https://twitter.com/varsha_jaatni/statuses/1704514192831594727,QT @Mr_singh1888: Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia https://t.co/gAgiiLIHqt ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia RJ45 CQ 7330 contact no. 7220800074,Twitter,@varsha_jaatni,India,English,524.0,Negative,Haryana,hyundai,20,20
2023-09-20 20:41:00,http://twitter.com/Sitaram1888/statuses/1704513683227898195,QT @Mr_singh1888: Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@Sitaram1888,India,English,16.0,Negative,Rajasthan,hyundai,20,20
2023-09-20 20:40:00,http://twitter.com/MaheshvipGurjar/statuses/1704513324619018302,QT @Mr_singh1888: Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@MaheshvipGurjar,India,English,16.0,Negative,Rajasthan,hyundai,20,20
2023-09-20 17:42:00,http://twitter.com/yomrikAPK/statuses/1704468489518637526,Tata Nexon is one of best cars ever Tata company has produced in the globe. https://t.co/CXbMdFVR98,Twitter,@yomrikAPK,India,English,5.0,Positive,Arunachal Pradesh,tata,20,17
2023-09-20 16:52:00,http://twitter.com/katiyar_saurabh/statuses/1704456056968040933,"RT @katiyar_saurabh: Worst quality of material using by Hyundai in Indian cars. As i have brought new Hyundai creta in jan-2023. so many rusting issues, Now condition are very pathetic in 8 months of my car. @Hyundai_Global @MORTHIndia @jagograhakjago @n https://t.co/yADwOFqFY1",Twitter,@katiyar_saurabh,India,English,15.0,Negative,Uttar Pradesh,hyundai,20,16
2023-09-20 16:49:00,http://twitter.com/katiyar_saurabh/statuses/1704455286977683690,"Worst quality of material using by Hyundai in Indian cars. As i have brought new Hyundai creta in jan-2023. so many rusting issues, Now condition are very pathetic in 8 months of my car. @Hyundai_Global @MORTHIndia @jagograhakjago @n https://t.co/yADwOFqFY1",Twitter,@katiyar_saurabh,India,English,15.0,Negative,Uttar Pradesh,hyundai,20,16
2023-09-20 16:36:00,http://twitter.com/TOIAuto/statuses/1704452067824386165,Safer cars in India with six airbags under Rs 15 lakh: Hyundai Exter to Honda Elevate #safestcars #safestcarsinIndia #sixairbags #HyundaiExter #HondaElevate #MarutiSuzukiFronx #MahindraXUV300 https://t.co/JQsKRm6CuM,Twitter,@TOIAuto,India,English,8925.0,Positive,Delhi,hyundai,20,16
2023-09-20 15:47:00,http://twitter.com/abhijit_shivam_/statuses/1704439672871776531,"@IYC I also thought of making electric cars since childhood. So now I need the credit for Tesla, Tata, Mahindra and all other electric car manufacturers.",Twitter,@abhijit_shivam_,India,English,1.0,Neutral,Assam,tata,20,15
2023-09-20 12:55:00,http://twitter.com/santhumukka/statuses/1704396314510049687,"@TataMotors_Cars @malikcars_group Tata is really lagging in its after service, given my Tata punch in Malik cars, Bowenpally, Hyderabad as I am facing some starting trouble just after 15k travel, they told me to get this repaired in 2 days but it's been 15 days, no clarify......",Twitter,@santhumukka,India,English,14.0,Negative,Telangana,tata,20,12
2023-09-20 10:47:00,http://twitter.com/odmag/statuses/1704364017614000586,Influential Cars by Car Makers : HYUNDAI | OVERDRIVE Click here to watch:- https://t.co/GvzKP7jIha @hyundaiindia #hyundai #techtalk #overdrive,Twitter,@odmag,India,English,94477.0,Positive,Maharashtra,hyundai,20,10
2023-09-20 10:35:00,http://twitter.com/SwastikaInvest/statuses/1704360989678776707,"With effect from October 1, Tata Motors will raise the cost of commercial cars by up to 3%. #TataMotors #commercial #cars https://t.co/3RP0IeGxbu",Twitter,@SwastikaInvest,India,English,4367.0,Neutral,Madhya Pradesh,tata,20,10
2023-09-20 08:56:00,http://twitter.com/vinaypanwar9998/statuses/1704336159877542218,"RT @KetanPatil1971: @vinaypanwar9998 @Akshara79485251 @TataMotors @TataMotors_Cars Check the engine at a different service center. Tata Motor Car dealers can change it as there is no control of hopeless Tata Motor Cars Management. I tried to tweet my issue to Ratan Tata, but he is too old to control his staff. New buyers should opt for Mahindra Vehicles.",Twitter,@vinaypanwar9998,India,English,1227.0,Negative,Haryana,tata,20,8
2023-09-20 08:16:00,http://twitter.com/jayeshkhunt20/statuses/1704326199517077843,"RT @premsadeesh: @RNTata2000 Respected rntata sir Pls focus upon tata cars after sales too ,tata cars after sales -0 No proper response from customer care dealer and from management also Sorry to say Because I'm affected from tata car Made in India local for local really local jai hind 🙏",Twitter,@jayeshkhunt20,India,English,290.0,Negative,Gujarat,tata,20,8
2023-09-20 08:16:00,http://twitter.com/jayeshkhunt20/statuses/1704326150594650505,RT @DontBuyTataCars: @RNTata2000 Please read internet articles before buying Tata Cars. They make the most faulty cars. Very bad customer support and worst service support. @TataMotors @TataCompanies @MayankPareek_ @TCS @RNTata2000 #MadeinIndia #Tata #Fraud #Car #Scammed #ScammedbyTata #DontBuyTataCars…,Twitter,@jayeshkhunt20,India,English,290.0,Negative,Gujarat,tata,20,8
2023-09-20 06:36:00,http://twitter.com/riteshk027/statuses/1704300970832699467,"@TataMotors Tata makes best cars but service is worst. Every time I take a ride in my newly bought NEXON,I get happy and satisfied. I have a feeling like my decision was correct, but this get adverse whenever i have to go to service centre, Hazaribagh, i get remorseful about tata",Twitter,@riteshk027,India,English,1.0,Negative,Jharkhand,tata,20,6
2023-09-20 06:36:00,http://twitter.com/AravindhStanley/statuses/1704300858501214263,"@MaxWinebach It's definitely the car. I have issues with the latest version of Android auto on my Hyundai, installed a Firmware update on a car and it fixed the problem. Definitely seems like some cars don't play well with some phones.",Twitter,@AravindhStanley,India,English,40.0,Positive,Tamil Nadu,hyundai,20,6
2023-09-20 02:26:00,http://twitter.com/cashprak/statuses/1704237994667098443,"@Tataev @TATA you are rocking the EV market Master’s in design, Technology & Safety, but service graph shows decline. not seen a single positive review on service post sales. Service plays vital role. I also learnt that Service Technician for EV cars at TATA are not highly skilled.",Twitter,@cashprak,India,English,19.0,Negative,Tamil Nadu,tata,20,2
2023-09-19 21:40:00,http://twitter.com/RomiMishra17/statuses/1704166188782350567,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@RomiMishra17,India,English,52.0,Negative,Rajasthan,hyundai,19,21
2023-09-19 20:23:00,http://twitter.com/shreyash_99/statuses/1704146675076657386,"@volklub It's a good car. The best Nexon in my opinion. It's just a shame that the charging performance sucks. Hopefully Tata can improve that in the Punch, Harrier and other cars. Harrier especially. If that thing, with a 60-7kWh+ battery pack charges at 60kW, I will be pissed",Twitter,@shreyash_99,India,English,10.0,Positive,Jharkhand,tata,19,20
2023-09-19 19:38:00,http://twitter.com/jangal_krrish/statuses/1704135351747723749,"QT @Mr_singh1888: @HyundaiIndia if I am right, @TataMotors nexon sunroof service is with best quality metal . I am thinking about change my creta in @TataMotors Nexon . Because There metal quality is best from @HyundaiIndia . ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1",Twitter,@jangal_krrish,India,English,167.0,Negative,Karnataka,hyundai,19,19
2023-09-19 19:05:00,http://twitter.com/vi5shalkulkarni/statuses/1704127049391317058,RT @SANKARA73386761: Tata altroz more defects within 2 days of purchase Very bad experiance with tata cars Tata altroz purchased on 16/09/2023 On the day 1 onwards iam facing the below problems @TataMotors @TataCompanies @RNTata2000 @TataMotors @MayankPareek_ @Schandr80504296 @TataMotors_Cars https://t.co/ke9XVlxunV,Twitter,@vi5shalkulkarni,India,English,27.0,Negative,Karnataka,tata,19,19
2023-09-19 19:04:00,https://twitter.com/gowthamsarand/statuses/1704126832910766516,"@ashishmasih1 I strongly recommend Honda amaze for its build quality and reliability. I own tigor, I am struggling with rust issues. Yes rusting is too bad on Tata cars",Twitter,@gowthamsarand,India,English,158.0,Positive,Tamil Nadu,tata,19,19
2023-09-19 19:03:00,https://twitter.com/krishnabpsharma/statuses/1704126605424316608,"RT @eclipsethis2003: Normandy Park, Wahington A woman is recovering after being brutally assaulted during a gas station robbery in Normandy Park. It all happened Friday around 9 p.m. at the Friendly Normandy Market. Leah Johnston is a cashier at the gas station, surveillance video shows her getting hit multiple times and kicked to the ground. Normandy Park Police Chief Dan Yourkoski said they’re looking for six male suspects. In the video, they can be seen wearing all black and face masks. Police said all six suspects arrived and took off in two stolen vehicles, a Kia and a Hyundai. Both cars have been recovered according to police.",Twitter,@krishnabpsharma,India,English,875.0,Negative,Maharashtra,hyundai,19,19
2023-09-19 18:59:00,https://twitter.com/Mr_singh1888/statuses/1704125601114902581,@sambitswaraj @iVijayKSinghBjp https://t.co/2Bt4rk188m ; QT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia RJ45 CQ 7330 contact no. 7220800074,Twitter,@mr_singh1888,India,English,13737.0,Negative,Tamil Nadu,hyundai,19,18
2023-09-19 18:59:00,https://twitter.com/Mr_singh1888/statuses/1704125533070717211,@narendramodi https://t.co/2Bt4rk188m ; QT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia RJ45 CQ 7330 contact no. 7220800074,Twitter,@mr_singh1888,India,English,13737.0,Negative,Delhi,hyundai,19,18
2023-09-19 18:58:00,https://twitter.com/Mr_singh1888/statuses/1704125278010896885,@mufaddal_vohra https://t.co/2Bt4rk188m ; QT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia RJ45 CQ 7330 contact no. 7220800074,Twitter,@mr_singh1888,India,English,13736.0,Negative,Kerala,hyundai,19,18
2023-09-19 18:58:00,https://twitter.com/Mr_singh1888/statuses/1704125187426599035,@TheFigen_ https://t.co/2Bt4rk188m ; QT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than Hyundai shame on you @HyundaiIndia @Hyundai_Global @HMGnewsroom @Hyundai @Hyundai_UK @HyundaiEurope #hyundaiIndia RJ45 CQ 7330 contact no. 7220800074,Twitter,@mr_singh1888,India,English,13736.0,Negative,Kerala,hyundai,19,18
2023-09-19 18:52:00,http://twitter.com/vi5shalkulkarni/statuses/1704123753784123543,RT @krishnagoyal472: I am attaching every detailed photos I have below from work order in workshop to cars condition till today. Even after seeing this if tata doesn’t gives a solution than @TataMotors is not what TATA stands for. @Tataev @jagograhakjago @TataCompanies #harassed https://t.co/tqv7gn2rVI,Twitter,@vi5shalkulkarni,India,English,27.0,Neutral,Karnataka,tata,19,18
2023-09-19 18:38:00,http://twitter.com/hoodaanil/statuses/1704120154207236126,RT @TOIAuto: Eight cars with ADAS and ventilated seats in India 2023: Honda City Hybrid to Tata Harrier #cars #carswithADAS #ADAS #ventilatedseats #carsinIndia #hondacity #Harrier #Safari #KiaSeltos #HyundaiVerna #MGHector https://t.co/54vvwsmmiS,Twitter,@hoodaanil,India,English,897.0,Neutral,Haryana,tata,19,18
2023-09-19 18:21:00,http://twitter.com/mragaanksharma/statuses/1704115950600274241,"@TataMotors_Cars I've a genuine suggestion.Tata Motors is touching heights selling cars everyday.Cost of each car in Lakhs but, you must provide A Car Cover to every car owner. It will be good for you and for customers as well. It is not much expensive but you should think seriously about it.",Twitter,@mragaanksharma,India,English,205.0,Neutral,Delhi,tata,19,18
2023-09-19 18:05:00,http://twitter.com/TOIAuto/statuses/1704112044000338079,Eight cars with ADAS and ventilated seats in India 2023: Honda City Hybrid to Tata Harrier #cars #carswithADAS #ADAS #ventilatedseats #carsinIndia #hondacity #Harrier #Safari #KiaSeltos #HyundaiVerna #MGHector https://t.co/54vvwsmmiS,Twitter,@TOIAuto,India,English,8921.0,Neutral,Delhi,tata,19,18
2023-09-19 17:44:00,http://twitter.com/realsidYdv/statuses/1704106711689085339,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@realsidYdv,India,English,5514.0,Negative,Tamil Nadu,hyundai,19,17
2023-09-19 17:44:00,http://twitter.com/realsidYdv/statuses/1704106699739615581,QT @Mr_singh1888: Roof leakage and bad service @hyundaindia ; Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@realsidYdv,India,English,5514.0,Negative,Tamil Nadu,hyundai,19,17
2023-09-19 17:17:00,http://twitter.com/vk14d/statuses/1704099932964335665,@TataMotors_Cars @RNTata2000 stop fooling people in the name of vocal for local and deshbhakti....take ur shitbox back and refund my full amount. I don't want to drive ur faulty shitbox....make trucks...dont make cars...not your cup of tea...shame on you TATA.,Twitter,@vk14d,India,English,12.0,Negative,Kerala,tata,19,17
2023-09-19 16:28:00,http://twitter.com/KashyapSwaraj89/statuses/1704087538703761885,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@KashyapSwaraj89,India,English,509.0,Negative,Delhi,hyundai,19,16
2023-09-19 15:57:00,http://twitter.com/ankssinha/statuses/1704079758596984921,"RT @itsmeprashanth_: @Tataev I wonder how Tata Motors build such good cars and also has the worst after sale service centers in the country. I know it’s operated by 3rd party, but what’s the point of good cars if bad service is provided?",Twitter,@ankssinha,India,English,12.0,Negative,Uttar Pradesh,tata,19,15
2023-09-19 15:52:00,http://twitter.com/CimpMedia/statuses/1704078480483479937,https://t.co/1AsSuN36qn Tata Motors will raise the cost of commercial vehicles by 3%. A 3% price increase will be implemented for all of Tata Motors' commercial cars. Tata Motors is an Indian automaker. The increase in automobile prices will take effect on October 1. https://t.co/lzKT3qb0WT,Twitter,@CimpMedia,India,English,210.0,Positive,Bihar,tata,19,15
2023-09-19 15:18:00,http://twitter.com/The_Solanki007/statuses/1704069948908462182,RT @Mr_singh1888: Creta one of the top cars from Hyundai most commonly seen on Indian roads Had such a pathetic experience in these monsoon days roof leakage can't expect these kind of problem from Hyundai other companies cars are way better than Hyundai I think I should have purchase other than… https://t.co/sNllztoOE1,Twitter,@The_Solanki007,India,English,185.0,Negative,Rajasthan,hyundai,19,15
2023-09-19 15:16:00,http://twitter.com/MaheshKhokle/statuses/1704069437010186552,"RT @CSAlsundkar: @Dev_Fadnavis @BJP4MP @UshaThakurMLA @DrMohanYadav51 Korean company Hyundai Motors will buy General Motors Pune factory without workers and start production of cars. In that case, workers demanding employment with new buyer Hyundai.when Maharashtra government will give justice to General Motors3500 workers?https://t.co/iN1dGJhD0h",Twitter,@MaheshKhokle,India,English,94.0,Neutral,Maharashtra,hyundai,19,15
